college_name,location
Pune Vidyarthi Gruhas College of Commerce and Science,Nashik
Mata Gurdev Kaur Memorial Shahi Sports College of Ph...,Ludhiana
MBS College of Engineering and Technology,Jammu
Rani Tirumala Devi Degree College,Andhra Pradesh
Garment Research Training Design and Development Centre,Ballari
Sad Guru B. Ed. College,Ahmedabad
Kadambini Women's College of Education,Midnapore
Prasanta Dasgupta College of Education,Bardhaman
Kinkar Education College,Wardha
Aatam Prakash Adarsh Mahavidyalaya,Ghazipur
Mahila Utkarsha Pratishthans Institute of Pharmacy,Maharashtra
Samarth Institute of Pharmacy,Dhule
Sreekrishnapuram V.T.Bhattathirippad College,Palakkad
Ashirwad Nursing School,Ahmednagar
Lord Mahavira Nursing College,Solan
Uttamrao Umak Memorial Nursing Training School,Amravati
Aruvindo College of Nursing,Bhopal
VYNR D.Ed College,Hyderabad
Chitta Mahato Memorial College,Purulia
Shaheed Udham Singh Panjab University Constitutent C...,Ferozpur
Shaheed Baba Deep Singh College of Education,Ratia
Sorabh Teacher Training College,Karauli
Marathwada Adhyapak Mahavidyalaya,Nanded
RVS B.Ed College,Morena
"Swami Vivekanand Mahavidyalaya, Shahjahanpur",Shahjahanpur
Shri Khanderai Pratishthan Dnyansagar Institute of M...,Pune
"Guru Gobind Singh Institute of Nursing, Kamal Pura",Ludhiana
Sri Ramalinga Sowdambigai College of Science and Com...,Coimbatore
Thirumurugan Arts and Science College for Women,Chennai
Snehacharya Institute of Hotel Management and Techno...,Alleppey
Sri Sarada College of Nursing,Kadapa
Rajabhau Redij Adhyapak Vidyalaya,Ratnagiri
Anandibai Pradhan Science College,Raigad
Government Institute of Ceramic Technology,Nellore
"Mahamaya Polytechnic College,Amroha",Amroha
Bhartiya Balika College,Sikar
"IRT Polytechnic College, Nemilichery",Chennai
Gaighata Government Polytechnic College,District 24 Parganas
"District Institute For Education and Training, Cachar",Silchar
Gopsai Avinandan Sangha Primary Teacher Training Ins...,Midnapore
Illambazar Teachers Training Institute,Birbhum
Annamalai Polytechnic College,Tamil Nadu
St. Dominic's College,Kottayam
Mudra Takshashila Institute of Design and Architecture,Vadodara
S V Arts College,Ahmedabad
Shree College,Amravati
Baruneswar Mohavidyalaya,Jajpur
Sant Tulsidas Post Graduate College,Uttar Pradesh
Liberal College,Imphal
Orphanage Polytechnic College,Malappuram
J K Teacher Training Institute,Tamil Nadu
"District Institute of Education and Training, Saitso...",Shillong
"Government Polytechnic College, Sakoli",Maharashtra
Om Institute of Technology,Haridwar
New English D. Ed College,Nashik
"Government Institute For Training of Trainers, Gitot",Rohtak
Siga Polytechnic College,Chennai
Vidya Bhawan Government Polytechnic College,Udaipur
Noble Womens College,Malappuram
Sardar Vallabhbhai Vanijya Mahavidhyalay,Ahmedabad
SMD College,Patna
"Bhupal Nobles Post Graduate GirlsCollege, Rajsamand,...",Rajsamand
S.N. Sinha College,Nawada
Nayagarh College,Orissa
Vansha Devi Mahavidyalaya,Jaunpur
Defence College,Tohana
Chandra Shekhar Azad Mahavidyalaya,Allahabad
Shri. Sai B.Ed College,Hubli
Shadi Lal Kataria Memorial Women's Teachers Training...,Pilani
"Sanskar Law College,Anuppur",Anuppur
SRS College of Pharmacy,Agra
Shri Sambhaji College of Pharmacy,Nanded
Royal's Academy of Hospitality Management,Guwahati
Institute of Infrastructure Studies and Construction...,Pune
SRM College of Arts and Science,Kanchipuram
Asian Institute of Professional Studies,Indore
"Shyam Teachers Training College, Bhadra",Hanumangarh
R.N. Institute of Morden Management Education and Re...,Meerut
M.B. Mahila Teachers Training College,Dungarpur
Gokak Education Societys College of Education,Belgaum
Magnus College of Education,Sehore
New B.Ed. College,Thiruvananthapuram
"College of Education,Ghaziabad",Ghaziabad
Shakti Saraswati Pra College,Churu
Institute of Chemical Technology,Kanchipuram
"Maya Academy of Advanced Cinematics (MAAC), Dharamshala",Dharamsala
Babu Satiram Jaikaran Smarak Pharmacy College,Azamgarh
Poona District Education Associations Shankarrao Urs...,Pune
Assam Nursing Institute,Assam
AWH Polytechnic College,Kozhikode
A.B.S. Academy,West Bengal
Genex B.Ed. College,Hooghly
Oxford International College,Indore
Rajasthan Shikshak Prashikshan Vidyapeeth,Jaipur
Shri Raj Rajeshwari Mahila Degree College,Jaunpur
Swami Vivekananda Universal College of Education,Birbhum
Hindu Kanya Mahavidyalaya,Sitapur
Radhey Hari Government Post Graduate College,Kashipur
MicroGenesis Training Center,Bangalore
Engineering CAD/CAM Solution,Ahmedabad
Techvision Institute,Delhi
Christ Institute of Technology (Formerly Dr.S.J.S.Pa...,Pondicherry
Egra Sarada Shashi Bhusan College,West Bengal
St. Wilfred Institute of Engineering and Technology,Ajmer
Futuresoft Academy of Learning,Kolkata
Career Foresight,Patna
Vijayanagar College,Hospet
"Smt. S.R. Patel Engineering College, Unjha",Patan
Modern Group of Instituitons,Ghaziabad
Sahid Khudiram College of Education,Uttar Dinajpur
Sagardighi Teachers' Training College,Murshidabad
"Mother College of Education, Nathavaram",Visakhapatnam
Kens Communication-Innobuzz,Bangalore
Sardar Bhagat Singh College of Technology and Manage...,Lucknow
SSI Computers,Chennai
"Rungta Group of Institutions, Raipur",Raipur
iAthena...,Mumbai
Gian Jyoti Group of Institutions,Patiala
SD Admissions,Delhi
Mahalakshmi Engineering College,Tiruchirappalli
Bhabha Institute of Management,Bhopal
CBS College of Engineering and Management,Agra
L.T.R.Institute of Technology,Meerut
Heera College of Engineering & Technology,Thiruvananthapuram
Krantiveer Vasantrao Narayanrao Naik Institute of En...,Nashik
Prof Dhanapalan College for Women,Chennai
M.P.Nachimuthu M.Jaganathan Engineering College (MPNMJ),Erode
"Nizam Institute of Engineering and Technology (NIET,...",Nalgonda
Nidhi Infotech,Bangalore
SNES Institute of Management Studies and Research (S...,Kozhikode
BSBS Business Academy,Bangalore
Reliable Network Technologies,Bangalore
Nigama Engineering College,Karimnagar
Megha Institute of Engineering and Technology For Women,Telangana
AVS College Of Technology,Salem
IIAS FuturEd,Kolkata
Krishna Institute,Moradabad
Srimanta Sankaradeva University of Health Sciences,Guwahati
Genesis Institute of Technology,Kolhapur
Sanford College of Information Technology,Bangalore
Rayat Shikshan Sansthas's Dhanjayearao Gadgil Colleg...,Satara
Trident ET Group of Institutions,Ghaziabad
Maharishi Arvind International Institute of Technology,Kota
Animation Boom,Delhi
BLS Institute of Management,Ghaziabad
Shiv Khera Institute of Leadership And Management (S...,Delhi
Black Diamond College of Engineering and Technology,Orissa
Mother Theressa College Of Engineering and Technology,Karimnagar
Kbn College Pg Center,Krishna
DVM College Of Business Management,Nalgonda
KITE Group of Institutions,Meerut
"Vidya Academy of Science and Technology, Technical C...",Thiruvananthapuram
Bhabha College of Engineering,Kanpur
Sri Venkateswara Vidya Peeth Degree College,Visakhapatnam
Mahatma Gandhi College of Arts and Science For Women,Tirunelveli
Sri Yerramilli Narayanamurthy College,Andhra Pradesh
BRRC'S College of Engineering,Nashik
Amex - A Group of Institutions,Bardhaman
Sidana Institutes,Amritsar
"Jain College, Jamshedpur",Jharkhand
Sai Rajeswari Institute of Technology,Kadapa
MD College of Higher Education,Bijnor
Chikkaiah Naicker College,Erode
Anusuya Prasad Bahuguna Government Post Graduate Col...,Uttarakhand
Shri Swami Vivekanand Shikshan Sanstha Law College,Maharashtra
Annai Ayesha Arts and Science College For Women,Tamil Nadu
Shri Sangameshwar Arts and BBM Degree College,Raichur
Capital Academy of Professional Studies,Bhubaneswar
"Regal College of Hotel and Tourism Management, Kankavli",Sindhudurg
IBT College of Diploma Engineering,Durg
Sai College,Bhilai
Advance Science and Commerce College,Ujjain
Eklavya Mahavidyalaya,Uttar Pradesh
Vidya Vikas Institute of Hotel Management and Cateri...,Mysore
Lord Krishna P.G. College,Maharajganj
J. Watumull Sadhubella Girls College,Ulhasnagar
"Government First Grade College, Sirsi",Sirsi
Rajagiri Dawood Batcha College of Arts and Science,Thanjavur
Rajapalayam Raju's College,Virudhunagar
ASP College of Education,District 24 Parganas
"Government Post Graduate College, Bina",Sagar
Anandi Devi Institute of Higher Education,Aligarh
Noorul Islam College of Arts and Science,Kanyakumari
Zoological Survey of India,Andaman Nicobar Islands
LBS Ganoda,Banswara
Shri Krishnaswamy College For Women,Chennai
Shri Baldev Ram Mirdha Government College,Nagaur
"Government College, Sanawad",Khargone
Dr. Shyam Narayan Rai Mahavidyalaya,Gorakhpur
"Government Girls College, Nathdwara",Rajsamand
"Government PG College, Merta City",Nagaur
"Government Degree College, Hayathnagar",Ranga Reddy
"Government Degree College, R.S. Pura",Jammu
Rabin Mukherjee College,Kolkata
Arcot sri mahalakshmi women's College,Vellore
Rashmidhar Teja College of Education,Karimnagar
Neelam College of Education,Mandi
S.K.Roy College,Assam
Shri Sachha Adhyatma Sanskrit Mahavidyalaya,Allahabad
"Government College, Bijoliya",Bhilwara
Rayalaseema College of Physical Education,Andhra Pradesh
Shri Parsottambhai Haribhai Umrav College of Arts an...,Surat
Patuck Gala College of Commerce,Mumbai
Ravindra Academy PG Girls College,Jhunjhunu
Government Revti Raman Mishra College,Surajpur
"Government College, Bilaspur",Bilaspur
Maharshi Women's Degree College,Bhubaneswar
Swami Deen Mahavidyalaya,Satna
Govt. College For Women,Rewari
Bhagirathi Krishak Mahavidyalaya,Maharajganj
Sainik Girija Shankar Mahavidyalaya,Jaunpur
Mata Jeeja Bai Government P.G. Girls College,Indore
Biswanath Institute of Medical Technology,Bhubaneswar
"National College of Education,Hosapete",Ballari
"Government Degree College, Billawar",Kathua
Shri Pancham Khemraj Mahavidyalaya,Sawantwadi
Khansa Women's College,Kasargode
"Government Polytechnic, Harihar",Karnataka
Sri Khushi Ram Mahavidyalaya,Aligarh
SV Degree College,Nizamabad
Smt.Kashibai Navale College of Education,Solapur
Jiiu's Jamia College of Education,Akkalkuwa
Maharaja Chhatrasal Shiksha Mahavidyalaya,Chhatarpur
Shri Dharmjivandasji B.Ed.College,Amreli
Sharadchandraji Pawar College of Education. (B.Ed.),Pune
Shree Swaminarayan B.Ed.College,Mehsana
PSNL College of Education,Virudhunagar
Alagappa University Evening College,Ramanathapuram
"College of Education, Ahmednagar",Ahmednagar
Shri Sahyadri Degree College,Bijapur
Vidyavardaka First Grade College,Mysore
Ski-Hi Institute of Education,Sehore
S.L. Education Institute,Moradabad
Smt. Bhudevi Mahavidyalaya,Agra
M.P. College,Banswara
Swargiya Gulabbhai Yadav Smriti Shiksha College,Khargone
Hazari Lal Mahavidyalaya,Sitapur
Th Rajesh Singh Mahavidhayalya,Etawah
"College of Education, Dhule",Dhule
Kavi College of Education,Sivaganga
PSM College of Education,Salem
Bharath Institute of Education,Tirunelveli
Vickram Teacher Training College,Sivaganga
Vidhyavati Devi Mahavidhyalaya,Allahabad
Shri Adinath Commerce Evening College,Alwar
R.R.D.S. Government Degree College,Bhimavaram
Bhartiya Vidya Bhavans Sardar Patel Institute of Tec...,Mumbai
Smt V.M. Chandera Arts and B.S.W. College,Junagadh
Kala Prabodhini's Institute of Design,Kolhapur
Naval Kishore Bhartiya Municipal Girls College,Moradabad
Rise Prakasam Group of Institutions (Integrated Campus),Ongole
Millath College,Kollam
Dr Virambhai Rajabhai Godhaniya Information Technolo...,Porbandar
Roseline College of Education,Sivagangai
Rayat Shikshan Sanstha's Radhabai Kale Mahila Mahavi...,Ahmednagar
"Government Degree College, Y.S.R.",Andhra Pradesh
"Government College, Kattappana",Idukki
Sri Nagarjuna Arts and Science College,Prakasam
T.P.College of Education,Vizianagaram
Post Graduate Institute of Fisheries Education and R...,Gandhinagar
Acharya Chankya Shikshak Pratishan College,Jaipur
Shri Saraswati Gurukul Vidyapeeth,Varanasi
Ganpati Mahila Mahavidyalaya,Jaipur
Rajiv Gandhi Cancer Institute and Research Centre,Delhi
"Government Girls College, Ajmer",Ajmer
Shri Ana Sagar Mahila Shiksha Shastri Mahavidyalaya,Kota
Khemundi College,Ganjam
Swami Vivekananda Degree College,Raichur
Nachiketa Institute Of Management And Information Te...,Jabalpur
"MIT Arts,Commerce and Science College",Pune
Cosmopolitan Hospital,Thiruvananthapuram
Pt.Laxmi Narain Memorial Mahavidyalaya,Aligarh
KU Post Graduate Center,Karnataka
Mother Teresa Women College,Aligarh
Bharathidasan Government College,Pondicherry
"Mahatma Phule College of Education, Aurangabad",Aurangabad
Bharat Mishra Sanskrit College,Chapra
Manikya Lal Verma Government College,Bhilwara
Sarvodya Vidya Peeth Post Graduate College,Raebareli
Mata Tetara Devi Schidanand Girls Degree College,Ghazipur
"St. Anne's First Grade College for Women, Bangalore-52",Bangalore
Kolhapur Institute of Technology'S Institute of Mana...,Kolhapur
G.D. Mishra Institute,Buxar
Sakthi Mariamman Engineering College,Chennai
DIT School of Business,Greater Noida
Shree Vivekananda Institute of Science,Anantapur
Pavai College of Technology,Namakkal
Dr.AER College of Management Studies and Research,Chittoor
Accman Business School,Greater Noida
"Hindustan College of Engineering, Kulathupuzha",Kollam
Agni School of Architecture and Design Excellence (A...,Dindigul
Lakshmi Narain College of Technology and Science,Indore
Nisarga College of Management,Karnataka
Shree Swaminarayan Anikaben Ashwinbhai Kotadiya Coll...,Porbandar
Bhopal Rao Pawar Government Polytechnic College,Dhamtari
Mayo College of Management,Bhopal
Innocent Hearts Group of Institutions,Jalandhar
OOA-MAVMM School of Management,Madurai
Institute of Management and Information,Hapur
RVS College of Arts and Science,Trichy
PBR Visvodaya Institute of Technology And Science,Nellore
Annai College of Engineering and Technology,Thanjavur
K.S.K College of Engineering and Technology,Thanjavur
Nova College Of Pharmaceutical Education And Research,Andhra Pradesh
VITS Engineering College,Khurda
Oxford College of Engineering,Tiruvannamalai
"Synergy Institute of Technology, Dewas",Dewas
Sir M.Vishveshwaraiah college,Bangalore
Vinuthna Institute of Technology and Science,Warangal
Institute of Mental Health and Hospital,Agra
Mar Gregorios Abdul Jaleel Arts and Science College,Kochi
Arcot Sri Mahalaalakshmi Women's Institute of Manage...,Vellore
Avuthu Ammi Reddy and Bonthu Malla Reddy Degree College,Krishna
Pattammal Alagesan College of Arts and Science,Chennai
S.K. Arts and Science College,Nagapattinam
"Delhi Business School, Pulwama",Pulwama
IMB School of Hospitality,Bhubaneswar
JM College of Arts and Science,Malappuram
Dr. S. Gopalaraju Government First Grade College Col...,Bangalore
N S V Group Of Institutions,Telangana
Gyan Shree College of Professional Education,Meerut
Bidwan Residential Degree College,Jajpur
Sardar Vallabhai Patel College,Telangana
B.S.V Degree College,Bangalore
S.D.S.L. Sharma Mahavidyalaya,Allahabad
Sri Vagdevi Degree College,Nizamabad
S.P.B. Sanatan Dharm Degree College,Unnao
Lord Buddha Institute of Technology and Science College,Kota
Purbasthali College,Bardhaman
Sri Sarvodaya PG College,Nellore
Dr Virendra Swarup Memorial Trust Group of Institutions,Unnao
Sanghamam College of Arts and Science,Villupuram
Jnana Vikas Institute of Management Studies and Comm...,Bangalore
Rama Jain Kanya Mahavidyalaya,Uttar Pradesh
"Government First Grade College, Hungund",Bagalkot
"PPTM Arts And Science College, Cherur",Malappuram
S.P.College,Sirohi
"Government College, Kangra",Kangra
Dr. R.R.M. College,Nalanda
M.G.M. College of Education and Technology,Bhubaneswar
Dr. A.E.R. Degree College,Chittoor
Maa Israji Devi Mahavidyalay,Jaunpur
Vidya Bhavan Mahila College,Siwan
Rajshri College of Professional Studies,Ashta
Azad Hind Mahavidyalaya,Mau
"Government College, Malajkhand",Balaghat
Shivangi Mahila Mahavidyalaya,Jaunpur
Maa Gayatri Arya Kanya Mahavidyalaya,Uttar Pradesh
B.R. Mahavidyalaya,Jaipur
B.R. Choudhary College,Hanumangarh
"Science and Commerce College, Satlasna",Gujarat
Scholars Degree College,Medchal
Yoga Mahavidyalaya,Nashik
"Government Degree College, Eluru",Eluru
Kodinar Arts and Commerce College,Junagadh
"University College, Jaitu",Faridkot
Methodist Degree College,Raichur
Milind Mahavidyalaya,Yavatmal
Abhyudaya Oriental College,Hyderabad
Balasaheb Khardekar College,Vengurla
Ram Sahay Rajkeeya Mahavidyalaya,Kanpur
"College of Commerce, Mumbai",Mumbai
"Government College, Baseri",Dholpur
Government Rajmahant Nayandas Mahilang College,Raipur
S.Y.T.R. Degree College,Anantapur
"Womens College, Bijapur",Karnataka
S.M. Dev College,Assam
Vanseva Mahavidhyalaya,Valsad
Rajkunwar Mahila Mahavidyalaya,Jalna
K.G.S.S. Hemaraddh Arts Commerce And Science College,Bijapur
Shree V.R. Patel Arts College,Banaskantha
B.K.S.N. Government College,Shajapur
"Dhaneshwari Arts, Commerce And Science College",Aurangabad
Dhirajlal Degree College,Mayurbhanj
Shri D.M. Barad Arts and Commerce,Junagadh
Sardar Patel Banshgopal Sanatan Dharm Degree College,Unnao
Government Bakavand College,Jagdalpur
Government Breezlal Verma College,Raipur
"Government Arts and Commerce College, Barwala",Botad
Dr. B.R. Ambedkar Tarai Kisan Mahavidyalaya,Uttar Pradesh
Shree Institute of Teachers Training,Bhopal
Matrusri Degree College For Women,Warangal
Tikaram Yadav Memorial College,Jhansi
Ram Prasad Kushawaha Mahavidyalaya,Hardoi
The KNSB Ltd Arts and Commerce College,Mehsana
Baba Farid College,Bareilly
Divya Drashti B. Ed. College,Panchmahal
Rani Sushma Devi Mahila Mahavidyalaya,Amethi
Smt. Kandukuri Rajyalakshmi College For Women,East Godavari
Kanas College,Puri
Tirot Sing Memorial College,Shillong
Vidyodaya First Grade College,Tumkur
Chatarpati Shivaji Mahavidyalaya,Ghaziabad
S.M. Sidha College of Education,Dhar
Guru Prakash B.Ed. College,Bihar
Christ The King College,Bangalore
Tagore Balika Mahavidyalaya,Sikar
Smt. A. Shyamala Devi Degree College,Hyderabad
Purvanchal Snatkottar Mahavidyalaya,Azamgarh
Bhivgade National College,Nagpur
R.J. Mahaviyalaya,Aligarh
Suraj Narayan Pareek Mahila Teacher Training College,Ajmer
Rasama College of Education,Karur
"Government First Grade College, Hunasagi",Yadgir
A.V.V. Degree College,Warangal
Veerangna Jhalkari Bai Government Girls College,Gwalior
Government Shakambhar Post Graduate College,Jaipur
Gomi Devi Women Teachers Traning College,Jodhpur
Ramesh Chandra Rao Navtappi Mahavidyalaya,Uttar Pradesh
"Saraswati Mahila Mahavidyalaya, Makrana",Nagaur
M.G. Government Art and Science College,Raigarh
M.L.N. College,Yamuna Nagar
"City Degree College ,Nagina",Bijnor
Ram Sajeevan Savitri Devi Degree College,Barabanki
Ch Indal Singh Mahavidyalaya,Kannauj
"Mother Teresa Teacher Training College,Hindaun City",Karauli
Gurukul Teacher Training Institute,Purulia
Smt.Lakshmi. S. Nanavate B.Ed. College,Ballari
J.S.M. Academy,Meerut
"B.Ed. College, Veshvi",Raigad
"Government College,Alwar",Alwar
Sarla Memorial Government College for Women,Jharkhand
The Best College of Education,Erode
Sarvagna Arts And Commerce Degree College,Karnataka
Arulmigu Pannirupidi Ayyan College of Arts and Science,Tirunelveli
Paradeep College,Orissa
Dimapur Government College,Dimapur
Salandi Mahavidyalaya,Bhadrak
Dharmendra Singh Memorial College,Meerut
Krishak Mahavidyalaya,Mau
Mahanadi Vihar Women's College,Cuttack
Ruben College of Education,Nagercoil
Azaan College of Education,Nizamabad
Smt R.K.D. Khunushiya Med College,Palanpur
Stanley College of Education,Dharmapuri
Shri Bharathi College of Education,Krishnagiri
Late. Maharudra (Bappa) Mote College of Education,Osmanabad
Annai Veilankannis College of Education,Kanchipuram
Poondi Pudhumai Madha College of Education,Tiruchirappalli
Arunai College of Education,Tiruvannamalai
Don Bosco College,Arunachal Pradesh
Shri V. D. Bajaj Degree College,Hyderabad
Avvaiyar Government College For Women,Pondicherry
Shri Vj Patel College of Physical Education,Anand
Godutai Dodappa Appa Arts and Commerce College,Gulbarga
Saketa Degree College,Hyderabad
B.E. Ramaiyya Arts and Commerce For Women,Ballari
Rajajinagar Parents Association Fgc,Bangalore
Shri Matsya Teachers Education College,Alwar
Shree Narmada Sanskrit Ved Pathshala,Bharuch
Rural Foundation'S Shikshanshastra Mahil Mahavidyalaya,Akkalkuwa
S.A.S. College of Education,Tiruchirappalli
Arunachala College of Education,Tiruvannamalai
"Shikshanshastra Mahavidyalya, Vita",Sangli
Shiksha Snatak College,Raipur
Nagarpalika PGDCA Study Center,Gir
"Government Degree College, Manikpur",Uttar Pradesh
Ackhm ICA College,Thrissur
"Harmilap Institute of Computer and Technology, Burhar",Shahdol
Government Raza Post Graduate College,Rampur
V.K.H.M.O. College of Arts and Science For Women,Calicut
Geethanjali Degree College For Women,Warangal
Trimurti Womens Home Science College,Ahmednagar
D.S.R. Degree College,Bareilly
Aditiya Institute of Science and Technology,Bhopal
Community Institute of Commerce and Management Studies,Bangalore
"Government College, Burhanpur",Burhanpur
New Star Degree College,Orissa
"Vivekanand College, Burhanpur",Burhanpur
Vidyarthi Mahavidyalay,Uttar Pradesh
Government Thakur Maharaj Singh College,Chhattisgarh
Shri Sanskrit College,Uttar Pradesh
Sakhida Arts Gaddiwala Commerce and Home Science Col...,Surendranagar
"Government Arts College, Valsad",Valsad
R.K.R. College of Education,Tirupur
Dev Sanskrity College,Durg
Raosaheb Patil Adhyapak Mahavidyalaya,Nanded
Shiv Karan College of Education,Sonepat
Indian Girls College,Jhunjhunu
Guru Harkishan College of Education,Ratlam
Awadh Bihari Sanskrit College,Bihar
Jagannath Veda Karmakanda Mohavidyalaya,Puri
Sam Academy,Bhopal
Gopinathji Mahila Arts College,Bhavnagar
S.P. Mahila Mahavidyalaya,Kannauj
Shree Sarayu Ramanand Sanskrit Mahavidyalaya,Ahmedabad
Shivnath Verma Smarak PG College,Uttar Pradesh
Ram Ganesh Gadkari Arts Commerce College,Nagpur
Government Shiksha College,Khandwa
Shibnath Saha Teachers Training College,Bardhaman
Sitaram Mahato Memorial College,Purulia
Viswambhara College of Education,Warangal
Rom Computer Accounts Education College,Gwalior
Pali Academy Institution,Balaghat
Shri M.P.Patel B.Ed. and Science College,Morbi
Hadi Rani Teachers Training College,Udaipur
Palakdhari Singh Mahila Mahavidyalaya,Azamgarh
Asha College,Satara
Sudharsan College of Arts Science,Tamil Nadu
"School of Nursing, Crescent Medical Centre",Palakkad
Teja College of Pharmacy,Nalgonda
Nayagram Pandit Raghunath Murmu Government College,Midnapore
Krushna Sahyogi Tantra Shikshan Sanstha's Chatrapati...,Maharashtra
Technocrats Institute of Technology,Bhopal
Dhanwantri Ayurved Nursing Training Centre,Sikar
MVG's Institute of Pharmacy,Nashik
Parvatibai Mhaske Institute of Nursing,Ahmednagar
Vidyasagar Institute of Nursing,Mansa
Shreenath BSTC School,Chittorgarh
"SJM Polytechnic College,Bangalore",Bangalore
Hazarath Ameeruddin College of Education,Prakasam
Gaurav College of Education,Narnaul
Sashank Educational Trust,Vellore
Shahjahan College of Business Management,Hyderabad
Manoharbhai Patel College of Pharmacy,Maharashtra
Adhiparasakthi College of Pharmacy,Kanchipuram
"Mother Teresa College of Nursing, Rawatpura Sarkar I...",Durg
Servite College of Nursing,Tiruchirappalli
St. Soldier College,Phagwara
USB College of Nursing,Sirohi
Surabi School of Nursing,Dindigul
Gopeshwar Shikshak Prashikshan Mahavidyalaya,Kota
"District Institute of Education and Training, Keylong",Himachal Pradesh
A.V.N.Polytechnic College,Krishna
"Government Polytechnic College, Sumerpur",Uttar Pradesh
Institute of Communication and Information Technolog...,Nagaland
Ratua Satyendra Nath Bose Government Polytechnic Col...,Malda
Seva Sadan Junior College,Nagpur
Sri Datta Sai College of Teacher Training,Kadapa
Sri Rengeswarar Polytechnic College,Namakkal
Marutam Nelli Polytechnic College,Dharmapuri
Lokseva Bahudeshiya Seva Mandal College,Mumbai
"District Institute of Education and Training, Tikamgarh",Madhya Pradesh
"Vivekanand Adhyapak Vidyalaya, Chandrapur",Chandrapur
Jai Rupa Teacher Training Institute,Tirupur
Rajasthan Teachers Training School,Jhunjhunu
"Normal School, Sonitpur",Guwahati
Sastha Polytechnic College,Tamil Nadu
Mass Education Teachers Training Institute,District 24 Parganas
St. Paul Institute of Education,Kohima
Maharaja Aggarsain Institute of Technology,Ferozpur
Montgomery Guru Nanak College of Education,Jalandhar
"District Institute of Education and Training, Jhansi",Jhansi
Annai Madha Polytechnic College,Cuddalore
K.L. Nagasamy Memorial Polytechnic College,Madurai
Rajendra Mane Polytechnic College,Ratnagiri
Shri Saibaba Shikshan Prashikshan College,Burhanpur
D. Ed. Urdu Adyapak Vidyalaya,Nagpur
"District Institute of Education and Training, Kolhapur",Kolhapur
Sir C.R.R College of Elementary Teacher Education,Eluru
Bharat Institute of Engineering and Technology,Brahmapur
"Stree Adhyapan Mandir College, Ahmedabad",Ahmedabad
JPE Teachers Training Institute,Thrissur
Prerana Education College,Nagpur
"Government Polytechnic College, Medchal",Ranga Reddy
Dhabaleswar Institue of Polytechnic College,Cuttack
"Government Polytechnic College, Soraba",Shimoga
Government Women's College,Orissa
M ACollege For Women,Jhajjar
Srimanta Sankar Madhab Mahavidyalaya,Assam
Shri Krushnarao Pandav Polytechnic College,Nagpur
"Government Polytechnic College, Amadalavalasa",Srikakulam
Markaz Oriental College,Palakkad
KMMMO Arabic College,Malappuram
Alamganj Rangamati College,Assam
Sambhunath College,Birbhum
The Royal Group Of Colleges,Mansa
Delhi Institute of Higher Education,Noida
"Government Degree College, Dharmanagar",Tripura
Siddhivinayak College of Pharmacy,Chandrapur
"Guru Gobind Singh Polytechnic College,Hoshiarpur",Hoshiarpur
Shree Bhagwat Institute of Technology,Varanasi
H.R. Government College,Udaipur
M.D. (Post Graduate) Girls College,Rajasthan
Janki Prasad Verma Memorial Mahavidyalaya,Barabanki
Sojar College of Pharmacy,Solapur
"College of Applied Science, Vazhakad",Malappuram
St Teresas Arts and Science College,Thrissur
"College of Agriculture, Khandwa - Rajmata Vijayaraje...",Khandwa
Shiv Harsh Kisan Post Graduate College,Uttar Pradesh
Tufanganj Government Polytechnic College,Coochbehar
Womens Islamiya Arts and Science College,Malappuram
Gandhi Samrak Mahavidyalaya,Moradabad
Rani Dhanya Kumari College,Murshidabad
NSS Arts and Science College,Palakkad
Krishnagar Womens College,Nadia
Maa Gayatri Ram Sukh Pandey Mahavidyalaya,Gonda
Indas Mahavidyalaya,Bankura
Shishuram Das College,District 24 Parganas
Pujya Bhaurao Devras Mahavidyalaya,Kanpur
Moulana Azad Institute Of Humanities Science and Te...,Sitapur
Seva Devi College of Education,Tarn Taran
New Adarsh Mahila Teachers Training College,Jaipur
Tagore College,Karnal
Maa Vaishno Devi Mahila Mahavidyalaya,Faizabad
Shivnath Education College,Gwalior
Sket B.Ed College,Belgaum
Balram Singh Institute Of Science and Technology,Etawah
Sri Raju College of Education,Andhra Pradesh
Anwar-ul-Uloom College of Education,Hyderabad
Bhangar Mahavidyalaya,District 24 Parganas
Pathar Pratima Mahavidyalaya,District 24 Parganas
M.G Balika (Post Graduate) College,Firozabad
Athena B. Ed. College,Bankura
M.R. Nauhnty College of Education,Jhajjar
Kanchi College of Education,Kanchipuram
"Crescent College of Education,Fatehabad",Haryana
Gowthamabudda College of Education,Ongole
Sai Sri College of Education,Kurnool
Mohiniganj Ideal Teachers Training College,Uttar Dinajpur
Seth Sushil Kumar Bihani S. D. Teachers Training Col...,Gangapur
Agarwal Girls Teacher Training College,Nagaur
Vidy Prasarak Samitis Education College,Belgaum
Yanamadala Kamala College of Education,Vizianagaram
EMAS B-School -Talent Edge,Pune
"Vikas Pharmacy College, Nalgonda",Nalgonda
Sunsuba Polytechnic,Nashik
Mailam Nursing College,Tamil Nadu
St. Marys School of Nursing,Coimbatore
Baba Loknath Institute of Pharmacy Science and Resea...,Sagar
Devendra Nath Janta Post Graduate College,Varanasi
"Mother Theresa College of Education, Yemmiganur",Kurnool
M.L. Chaurashiya B.Ed. College,Rewa
"Apex College of Education, Rampur",Rampur
R.K.College of Law,Firozabad
